2020-06-28 01:14:10 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (12, 1438) for path existence...
2020-06-30 04:24:20 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (236, 22) for path existence...
2020-06-30 04:24:20 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (117, 22) for path existence...
2020-06-30 04:24:20 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (22, 22) for path existence...
2020-06-30 04:24:20 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (22, 22) for path existence...
2020-06-30 04:24:20 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (22, 22) for path existence...
2020-06-30 08:08:07 [DEBUG]: tt.jointeuclid2ni.probleminstance.EarliestArrivalProblem - The environment consist of boundary and 0 obstacles, with total 4 corners.
2020-06-30 08:08:07 [INFO ]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - Constructing the grid-based roadmap. There is 5 points at deflated boundary, 0 points at inflated obstacles and 50 custom points. 
2020-06-30 08:08:07 [INFO ]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - Done... |V|=638 |E|=11618
2020-06-30 08:08:08 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - There is 50docks maintaining connectivity
2020-06-30 08:08:08 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (22, 22) for path existence...
2020-06-30 08:08:08 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (22, 141) for path existence...
2020-06-30 08:08:08 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (22, 260) for path existence...
2020-06-30 08:08:08 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (22, 379) for path existence...
2020-06-30 08:08:09 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (22, 498) for path existence...
2020-06-30 08:08:09 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (22, 617) for path existence...
2020-06-30 08:08:09 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (22, 736) for path existence...
2020-06-30 08:08:09 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (22, 855) for path existence...
2020-06-30 08:08:09 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (22, 974) for path existence...
2020-06-30 08:08:09 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (22, 1093) for path existence...
2020-06-30 08:08:09 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (22, 1212) for path existence...
2020-06-30 08:08:09 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (22, 1331) for path existence...
2020-06-30 08:08:09 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (22, 1428) for path existence...
2020-06-30 08:08:09 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (22, 1428) for path existence...
2020-06-30 08:08:09 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (141, 1428) for path existence...
2020-06-30 08:08:09 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (260, 1428) for path existence...
2020-06-30 08:08:09 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (379, 1428) for path existence...
2020-06-30 08:08:09 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (498, 1428) for path existence...
2020-06-30 08:08:09 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (617, 1428) for path existence...
2020-06-30 08:08:09 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (736, 1428) for path existence...
2020-06-30 08:08:09 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (855, 1428) for path existence...
2020-06-30 08:08:09 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (974, 1428) for path existence...
2020-06-30 08:08:09 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (1093, 1428) for path existence...
2020-06-30 08:08:09 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (1188, 1428) for path existence...
2020-06-30 08:08:09 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (1188, 1428) for path existence...
2020-06-30 08:08:09 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (1188, 1309) for path existence...
2020-06-30 08:08:09 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (1188, 1190) for path existence...
2020-06-30 08:08:09 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (1188, 1071) for path existence...
2020-06-30 08:08:09 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (1188, 952) for path existence...
2020-06-30 08:08:09 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (1188, 833) for path existence...
2020-06-30 08:08:09 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (1188, 714) for path existence...
2020-06-30 08:08:09 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (1188, 595) for path existence...
2020-06-30 08:08:09 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (1188, 476) for path existence...
2020-06-30 08:08:09 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (1188, 357) for path existence...
2020-06-30 08:08:09 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (1188, 238) for path existence...
2020-06-30 08:08:09 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (1188, 119) for path existence...
2020-06-30 08:08:09 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (1188, 22) for path existence...
2020-06-30 08:08:09 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (1188, 22) for path existence...
2020-06-30 08:08:09 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (1069, 22) for path existence...
2020-06-30 08:08:09 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (950, 22) for path existence...
2020-06-30 08:08:10 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (831, 22) for path existence...
2020-06-30 08:08:10 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (712, 22) for path existence...
2020-06-30 08:08:10 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (593, 22) for path existence...
2020-06-30 08:08:10 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (474, 22) for path existence...
2020-06-30 08:08:10 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (355, 22) for path existence...
2020-06-30 08:08:10 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (236, 22) for path existence...
2020-06-30 08:08:10 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (117, 22) for path existence...
2020-06-30 08:08:10 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (22, 22) for path existence...
2020-06-30 08:08:10 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (22, 22) for path existence...
2020-06-30 08:08:10 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (22, 22) for path existence...
2020-06-30 08:31:42 [DEBUG]: tt.jointeuclid2ni.probleminstance.EarliestArrivalProblem - The environment consist of boundary and 0 obstacles, with total 4 corners.
2020-06-30 08:31:42 [INFO ]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - Constructing the grid-based roadmap. There is 5 points at deflated boundary, 0 points at inflated obstacles and 50 custom points. 
2020-06-30 08:31:42 [INFO ]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - Done... |V|=638 |E|=11618
2020-06-30 08:31:43 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - There is 50docks maintaining connectivity
2020-06-30 08:31:43 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (22, 22) for path existence...
2020-06-30 08:31:43 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (22, 141) for path existence...
2020-06-30 08:31:43 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (22, 260) for path existence...
2020-06-30 08:31:43 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (22, 379) for path existence...
2020-06-30 08:31:43 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (22, 498) for path existence...
2020-06-30 08:31:43 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (22, 617) for path existence...
2020-06-30 08:31:43 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (22, 736) for path existence...
2020-06-30 08:31:43 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (22, 855) for path existence...
2020-06-30 08:31:43 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (22, 974) for path existence...
2020-06-30 08:31:43 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (22, 1093) for path existence...
2020-06-30 08:31:43 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (22, 1212) for path existence...
2020-06-30 08:31:43 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (22, 1331) for path existence...
2020-06-30 08:31:43 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (22, 1428) for path existence...
2020-06-30 08:31:44 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (22, 1428) for path existence...
2020-06-30 08:31:44 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (141, 1428) for path existence...
2020-06-30 08:31:44 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (260, 1428) for path existence...
2020-06-30 08:31:44 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (379, 1428) for path existence...
2020-06-30 08:31:44 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (498, 1428) for path existence...
2020-06-30 08:31:44 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (617, 1428) for path existence...
2020-06-30 08:31:44 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (736, 1428) for path existence...
2020-06-30 08:31:44 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (855, 1428) for path existence...
2020-06-30 08:31:44 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (974, 1428) for path existence...
2020-06-30 08:31:44 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (1093, 1428) for path existence...
2020-06-30 08:31:44 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (1188, 1428) for path existence...
2020-06-30 08:31:44 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (1188, 1428) for path existence...
2020-06-30 08:31:44 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (1188, 1309) for path existence...
2020-06-30 08:31:44 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (1188, 1190) for path existence...
2020-06-30 08:31:44 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (1188, 1071) for path existence...
2020-06-30 08:31:44 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (1188, 952) for path existence...
2020-06-30 08:31:44 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (1188, 833) for path existence...
2020-06-30 08:31:44 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (1188, 714) for path existence...
2020-06-30 08:31:44 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (1188, 595) for path existence...
2020-06-30 08:31:44 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (1188, 476) for path existence...
2020-06-30 08:31:44 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (1188, 357) for path existence...
2020-06-30 08:31:44 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (1188, 238) for path existence...
2020-06-30 08:31:44 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (1188, 119) for path existence...
2020-06-30 08:31:44 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (1188, 22) for path existence...
2020-06-30 08:31:44 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (1188, 22) for path existence...
2020-06-30 08:31:44 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (1069, 22) for path existence...
2020-06-30 08:31:44 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (950, 22) for path existence...
2020-06-30 08:31:44 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (831, 22) for path existence...
2020-06-30 08:31:44 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (712, 22) for path existence...
2020-06-30 08:31:44 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (593, 22) for path existence...
2020-06-30 08:31:44 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (474, 22) for path existence...
2020-06-30 08:31:44 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (355, 22) for path existence...
2020-06-30 08:31:44 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (236, 22) for path existence...
2020-06-30 08:31:44 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (117, 22) for path existence...
2020-06-30 08:31:44 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (22, 22) for path existence...
2020-06-30 08:31:44 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (22, 22) for path existence...
2020-06-30 08:31:44 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (22, 22) for path existence...
2020-11-16 07:03:42 [DEBUG]: tt.jointeuclid2ni.probleminstance.EarliestArrivalProblem - The environment consist of boundary and 0 obstacles, with total 12 corners.
2020-11-16 07:03:42 [INFO ]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - Constructing the grid-based roadmap. There is 24 points at deflated boundary, 0 points at inflated obstacles and 146 custom points. 
2020-11-16 07:03:42 [INFO ]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - Done... |V|=484 |E|=3592
2020-11-16 07:03:44 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - There is 146docks maintaining connectivity
2020-11-16 07:03:44 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (27, 27) for path existence...
2020-11-16 07:03:44 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (27, 101) for path existence...
2020-11-16 07:03:44 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (27, 175) for path existence...
